"algorithm";"binary";"decimal";"elapsed";"error %";"instructions";"branches";"branch misses";"total"
amaru;8388608*2^-50;7450581*10^-15;6.63888868074737e-09;0.00214904924163426;71.0000694830461;10;1.26332811157714e-05;0.005436497
dragonbox;8388608*2^-50;7450581*10^-15;6.39096011453817e-09;0.000379374902040305;73.0000668802782;7;1.21600505858104e-05;0.005460514
amaru;8388608*2^-49;14901161*10^-15;6.66260976456675e-09;0.00179213349120481;75.0000717449012;11;1.16398174876618e-05;0.004911172
dragonbox;8388608*2^-49;14901161*10^-15;6.02396755232321e-09;0.00274061324602605;73.000062957425;7;5.84016632793702e-06;0.005451346
amaru;8388608*2^-48;29802322*10^-15;6.6456935848289e-09;0.00772692594324908;75.0000719951829;11;1.30900332486845e-05;0.004860525
dragonbox;8388608*2^-48;29802322*10^-15;5.87636333114402e-09;0.00423101939816842;73.0000641107834;7;5.82825303943396e-06;0.005406603
amaru;8388608*2^-47;59604645*10^-15;6.74670005451627e-09;0.00893461947665721;82.0000774153592;14;2e-05;0.004913506
dragonbox;8388608*2^-47;59604645*10^-15;5.62040705303118e-09;0.00546610513704714;73.0000592358574;7;5.74851400912864e-06;0.005361406
amaru;8388608*2^-46;11920929*10^-14;6.20879709175285e-09;0.00313841009790641;75.0000654993232;11;6.0686240001942e-06;0.005416629
dragonbox;8388608*2^-46;11920929*10^-14;5.5110920454029e-09;0.00292956470314918;73.0000575158888;7;5.33541058652169e-06;0.005444562
amaru;8388608*2^-45;23841858*10^-14;6.30135892956255e-09;0.00315102822483187;75.0000657902606;11;6.08176322479413e-06;0.005468537
dragonbox;8388608*2^-45;23841858*10^-14;5.62793422980102e-09;0.00420573078747943;73.0000586497755;7;5.41931987535564e-06;0.005484688
amaru;8388608*2^-44;47683716*10^-14;6.66496940864763e-09;0.00950910038699543;79.0000683094043;13;6.33978723674034e-06;0.005553545
dragonbox;8388608*2^-44;47683716*10^-14;5.62741528220771e-09;3.36964787419301e-06;73.0000589726956;7;5.47048944469062e-06;0.005442006
amaru;8388608*2^-43;9536743*10^-13;6.36604007390799e-09;0.0032607407436272;75.0000676036948;11;6.58098227741473e-06;0.005334265
dragonbox;8388608*2^-43;9536743*10^-13;5.94424497468109e-09;3.46828208824918e-06;73.0000622823362;7;5.7762733794665e-06;0.005438411
amaru;8388608*2^-42;19073486*10^-13;6.39734550208859e-09;0.00927706160568166;75.0000649787933;11;1.05683109197073e-05;0.005562103
dragonbox;8388608*2^-42;19073486*10^-13;5.80222633225148e-09;0.00336186941841446;73.0000616488259;7;5.60443871546265e-06;0.005362188
amaru;8388608*2^-41;38146973*10^-13;6.88648976934108e-09;1.45878341164591e-05;88.0000736653184;15;6.74236090509453e-06;0.004933784
dragonbox;8388608*2^-41;38146973*10^-13;5.66415987530012e-09;0.000230208824589163;73.0000592474497;7;5.52751875210737e-06;0.00544284
amaru;8388608*2^-40;76293945*10^-13;6.23130176262525e-09;0.00630170296629292;75.0000654773597;11;1.78574617403882e-05;0.00543825
dragonbox;8388608*2^-40;76293945*10^-13;5.56504477121202e-09;0.00682786767928088;73.0000585274494;7;9.7890460574617e-06;0.005409716
amaru;8388608*2^-39;15258789*10^-12;6.41842417107495e-09;0.00841916229082694;75.0000655956683;11;1.23411843834653e-05;0.00544883
dragonbox;8388608*2^-39;15258789*10^-12;5.85158068507461e-09;0.00623290332733037;73.0000608908891;7;5.59885335483293e-06;0.005500347
amaru;8388608*2^-38;30517578*10^-12;6.65689578528633e-09;0.00284479189621985;75.0000695146613;11;1.2639029322548e-05;0.005466212
dragonbox;8388608*2^-38;30517578*10^-12;6.00739798328193e-09;0.00063690591582928;73.0000628790607;7;5.86365821908973e-06;0.00544345
amaru;8388608*2^-37;61035156*10^-12;6.66480079646351e-09;0.000129868531152372;75.0000717449012;11;1e-05;0.004911691
dragonbox;8388608*2^-37;61035156*10^-12;6.00450358755009e-09;0.000399198662622288;73.0000628628903;7;5.82170447863726e-06;0.005443651
amaru;8388608*2^-36;12207031*10^-11;6.65954890098013e-09;1.53994100665679e-06;75.0000713183522;11;1.29669731194647e-05;0.004904258
dragonbox;8388608*2^-36;12207031*10^-11;6.00211543191933e-09;0.000217201173851381;73.0000628309334;7;5.84013222059347e-06;0.005442027
amaru;8388608*2^-35;24414062*10^-11;7.21926158592297e-09;0.0041867328873864;85.000082048477;14;1e-05;0.004996732
dragonbox;8388608*2^-35;24414062*10^-11;5.87379711622083e-09;0.0037041865584887;74.0000615863525;8;5.69790829786385e-06;0.005387795
amaru;8388608*2^-34;48828125*10^-11;6.51967433366865e-09;0.0133596435848582;75.000067691058;11;6.29342462994663e-06;0.005478795
dragonbox;8388608*2^-34;48828125*10^-11;5.66996448386567e-09;0.00970624265555;73.0000601286754;7;5.52751875210737e-06;0.005411118
amaru;8388608*2^-33;9765625*10^-10;6.08543197196702e-09;0.00562960179365813;75.0000644662197;11;1.020199959192e-05;0.005399207
dragonbox;8388608*2^-33;9765625*10^-10;5.78781019174187e-09;0.00544982376734889;73.0000604305955;7;5.60158188672481e-06;0.005458458
amaru;8388608*2^-32;1953125*10^-9;6.17710476954466e-09;0.00452238920594411;71.0000644146586;10;5.97432236248604e-06;0.005468046
dragonbox;8388608*2^-32;1953125*10^-9;6.10613351291114e-09;0.0119246102798814;73.0000620672922;7;5.7424730534452e-06;0.00559811
amaru;8388608*2^-31;390625*10^-8;6.7419733900996e-09;0.00244453851327465;79.0000720281827;12;6.59765519334429e-06;0.00492183
dragonbox;8388608*2^-31;390625*10^-8;6.01976029415208e-09;5.62591698014119e-05;75.0000644836036;7;5.86214577984125e-06;0.005442378
amaru;8388608*2^-30;78125*10^-7;7.21871167531783e-09;0.00341214057434429;85.0000826042362;13;1e-05;0.00497447
dragonbox;8388608*2^-30;78125*10^-7;6.37002800320878e-09;0.00632650080104971;81.0000667374488;9;6.21233770267752e-06;0.005439461
amaru;8388608*2^-29;15625*10^-6;7.05989375045297e-09;0.00380925558048851;85.0000756929344;13;6.88117585533016e-06;0.004950844
dragonbox;8388608*2^-29;15625*10^-6;6.23255411555955e-09;2.55066162256999e-05;81.0000676515086;9;6.1501371480584e-06;0.005416499
amaru;8388608*2^-28;3125*10^-5;7.49205641749524e-09;1.64751456514616e-05;91.0000855261282;14;1e-05;0.004997653
dragonbox;8388608*2^-28;3125*10^-5;6.3034749440718e-09;1.56793811467487e-06;83.0000658875958;9;6.22827887741502e-06;0.005438872
amaru;8388608*2^-27;625*10^-4;7.9329903625911e-09;1.04409646383791e-05;97.0000851531596;15;7.74119632447999e-06;0.005041695
dragonbox;8388608*2^-27;625*10^-4;7.13582659748628e-09;0.000801144851029215;87.0000783559497;10;7.6777200242616e-06;0.004801987
amaru;8388608*2^-26;125*10^-3;8.19097157301107e-09;0.00158980755004807;97.0000935154807;15;3.18078804023697e-05;0.005077764
dragonbox;8388608*2^-26;125*10^-3;7.22542930438705e-09;0.00180524731826603;87.0000826309701;10;7.51190637159898e-06;0.004863883
amaru;8388608*2^-25;25*10^-2;8.9204537648773e-09;2.92813304253472e-06;103.000095414054;16;8.71444506413832e-06;0.00513992
dragonbox;8388608*2^-25;25*10^-2;7.32435681058453e-09;0.0152170409221;89.0000835375362;10;1.4121999957634e-05;0.005007111
amaru;8388608*2^-24;5*10^-1;9.42119723260362e-09;0.00133930856925286;109.000101048145;17;9.18619498617478e-06;0.005196247
dragonbox;8388608*2^-24;5*10^-1;7.69377300954078e-09;0.00244694405467446;93.0000823495063;11;7.53187867649828e-06;0.005013812
amaru;8388608*2^-23;1*10^0;3.574754607624e-09;0.00723077686306025;37.0000383613429;7;3.487394811454e-06;0.005428261
dragonbox;8388608*2^-23;1*10^0;7.54627897511507e-09;0.00421495503035057;95.0000860511144;11;1e-05;0.004970612
amaru;8388608*2^-22;2*10^0;3.46430645317847e-09;0.00283819927848991;37.0000365757759;7;3.36830759384947e-06;0.005429732
dragonbox;8388608*2^-22;2*10^0;7.33733132149363e-09;0.00303542305128747;93.0000782288977;11;7.14515379943553e-06;0.00499068
amaru;8388608*2^-21;4*10^0;3.50455099586365e-09;0.00248866970887485;37.0000374060598;7;3.40055088924406e-06;0.005455313
dragonbox;8388608*2^-21;4*10^0;7.80062882696671e-09;0.0119694297053707;93.0000878702449;11;1e-05;0.005087704
amaru;8388608*2^-20;8*10^0;3.71017642144243e-09;0.0104075369092561;37.0000383155108;7;6.96645651189522e-06;0.005540102
dragonbox;8388608*2^-20;8*10^0;7.74833958439271e-09;0.00334002903495855;93.0000828138646;11;7.52853314060288e-06;0.005035343
amaru;8388608*2^-19;16*10^0;3.69594968165564e-09;8.92199382360387e-06;37.000039633641;7;3.60305827586455e-06;0.005440824
dragonbox;8388608*2^-19;16*10^0;7.33836688515839e-09;0.00326210903245359;89.0000841396719;10;1.41210028736241e-05;0.005012362
amaru;8388608*2^-18;32*10^0;3.7360718370405e-09;0.00707235369317618;37.0000395319418;7;3.60446088078606e-06;0.005425648
dragonbox;8388608*2^-18;32*10^0;7.28025997686269e-09;0.00738869671867582;89.00007731995;10;1e-05;0.004968438
amaru;8388608*2^-17;64*10^0;3.67285981685218e-09;0.0073482925694583;37.0000388009792;7;3.5273617450564e-06;0.005440375
dragonbox;8388608*2^-17;64*10^0;7.07530533656565e-09;0.0101564460874315;89.0000748701683;10;6.91323885240235e-06;0.004965374
amaru;8388608*2^-16;128*10^0;3.49553323509733e-09;0.00620510101025793;37.0000365561453;7;6.13073798758526e-06;0.005450253
dragonbox;8388608*2^-16;128*10^0;6.73891848242164e-09;0.00252401620537771;87.0000721335126;10;6.55759205219843e-06;0.004933483
amaru;8388608*2^-15;256*10^0;3.49367938261687e-09;0.00315692062500811;37.0000364671911;7;3.374832523936e-06;0.005460904
dragonbox;8388608*2^-15;256*10^0;6.87752145487789e-09;0.00127842560706889;87.0000734891303;10;6.69774419975352e-06;0.004941698
amaru;8388608*2^-14;512*10^0;3.55166311735834e-09;0.00293189450762973;37.0000371444683;7;3.4457925150495e-06;0.005459991
dragonbox;8388608*2^-14;512*10^0;6.92217686016271e-09;1.48673692189499e-05;87.0000743137798;10;6.75579816377406e-06;0.004940506
amaru;8388608*2^-13;1024*10^0;3.55007161708299e-09;8.87902620064596e-06;37.0000375127778;7;3.49567235762127e-06;0.005396754
dragonbox;8388608*2^-13;1024*10^0;7.17977133335184e-09;0.0166851638185652;87.0000742245224;10;6.75178415896401e-06;0.005106908
amaru;8388608*2^-12;2048*10^0;3.51092513208409e-09;9.26282616969308e-06;37.0000367370794;7;3.42436435236709e-06;0.005446605
dragonbox;8388608*2^-12;2048*10^0;6.33812321464026e-09;0.00105092444573069;83.0000663381921;9;6.19356117380371e-06;0.005441325
amaru;8388608*2^-11;4096*10^0;3.50026550571881e-09;0.00226201566456047;37.0000367090044;7;3.4242705447672e-06;0.005419526
dragonbox;8388608*2^-11;4096*10^0;6.29672741100893e-09;0.000599980474991753;83.0000659223435;9;6.15498245829999e-06;0.005439642
amaru;8388608*2^-10;8192*10^0;3.72481966878261e-09;0.0308846683548032;37.0000388434538;7;7.06244614884812e-06;0.005502221
dragonbox;8388608*2^-10;8192*10^0;6.73528663609262e-09;0.00662787440181461;83.0000716066581;9;6.56443650877009e-06;0.004940836
amaru;8388608*2^-9;16384*10^0;3.83723349807937e-09;0.00407011568558188;37.000040721285;7;1.11056816667407e-05;0.005471634
dragonbox;8388608*2^-9;16384*10^0;6.80335586974069e-09;4.21493224267311e-05;81.0000776618603;9;1e-05;0.004928771
amaru;8388608*2^-8;32768*10^0;3.79671721334975e-09;3.54937218799197e-05;37.0000397387359;7;4.06172192639348e-06;0.005355194
dragonbox;8388608*2^-8;32768*10^0;6.79615430122871e-09;0.000777887395790699;81.0000729534888;9;6.63213534861819e-06;0.004928061
amaru;8388608*2^-7;65536*10^0;3.81808573852786e-09;1.07861803098857e-05;37.0000418569254;7;3.80517503805175e-06;0.005408283
dragonbox;8388608*2^-7;65536*10^0;6.80522188471558e-09;1.07925721265575e-05;81.0000776809643;9;1e-05;0.004928986
amaru;8388608*2^-6;131072*10^0;3.79616910276575e-09;1.51019487382062e-06;37.0000397183607;7;3.70200352430736e-06;0.005447237
dragonbox;8388608*2^-6;131072*10^0;6.38264248743176e-09;0.00881004682178371;75.0000667463578;7;6.22944283863251e-06;0.005443829
amaru;8388608*2^-5;262144*10^0;3.74937985935888e-09;0.00666754226668001;37.0000393161843;7;3.63781876386918e-06;0.005437599
dragonbox;8388608*2^-5;262144*10^0;6.25448954990278e-09;0.0147932427775629;75.0000663071346;7;6.30938710613651e-06;0.005392094
amaru;8388608*2^-4;524288*10^0;3.7620013226026e-09;0.0278392513830082;37.000057963734;7.00000644041489;9.49787880706642e-06;0.005561442
dragonbox;8388608*2^-4;524288*10^0;6.22719733507641e-09;0.0195428052364314;75.0000673557363;7;6.68601152668387e-06;0.004760469
amaru;8388608*2^-3;1048576*10^0;3.66636809935397e-09;0.00888965012983131;37.0000378589719;7;3.44172471709023e-06;0.00532555
dragonbox;8388608*2^-3;1048576*10^0;6.01253747865186e-09;0.000306662042343952;75.0000629315819;7;5.72105290257619e-06;0.005453499
amaru;8388608*2^-2;2097152*10^0;3.70489775646249e-09;0.0106692400499714;37.0000383878499;7;3.50224669125244e-06;0.005550611
dragonbox;8388608*2^-2;2097152*10^0;6.08735030975322e-09;0.00242190560975995;73.0000642290759;7;5.85123812198661e-06;0.005414407
amaru;8388608*2^-1;4194304*10^0;3.13636435003928e-09;0.126431753633961;37.000035748293;7;6.4996896398197e-06;0.004898296
dragonbox;8388608*2^-1;4194304*10^0;6.09664089893114e-09;0.0035947382155513;73.0000659507348;7;6.19463544570402e-06;0.005263983
amaru;8388608*2^0;8388608*10^0;2.52305664960811e-09;0.00242791883198746;37.0000264256646;7;2.45134088346325e-06;0.005432268
dragonbox;8388608*2^0;8388608*10^0;5.8716933727577e-09;0.00315698160611465;73.000062103765;7;5.70655740511422e-06;0.005421799
amaru;8388608*2^1;16777216*10^0;6.0722846397746e-09;9.92986709839125e-06;75.0000649293156;11;1.18053301065431e-05;0.0054048
dragonbox;8388608*2^1;16777216*10^0;5.52372170785403e-09;0.0011529722733765;73.0000592193809;7;5.3835800807537e-06;0.005441277
amaru;8388608*2^2;33554432*10^0;6.39448764250329e-09;0.0096944068264802;75.0000664179014;11;1.15182160586968e-05;0.005462004
dragonbox;8388608*2^2;33554432*10^0;5.76977416749057e-09;0.00433898807096797;73.0000614717454;7;5.58834048640916e-06;0.005474078
amaru;8388608*2^3;67108864*10^0;6.50740773175747e-09;0.00230616711038302;75.0000696039535;11;1.13356835983994e-05;0.005451024
dragonbox;8388608*2^3;67108864*10^0;5.9507003560409e-09;0.00139336857175511;73.0000637049649;7;5.79136044848295e-06;0.005450754
amaru;8388608*2^4;13421773*10^1;6.78682711641501e-09;0.00539991914875561;75.0000771059564;11;1e-05;0.00493784
dragonbox;8388608*2^4;13421773*10^1;5.96801240615253e-09;0.000838699512283162;73.0000624503236;7;5.82424750722207e-06;0.005444703
amaru;8388608*2^5;26843546*10^1;6.92089768922612e-09;0.00673335976629924;79.0000740421636;13;1.34622115721171e-05;0.004934715
dragonbox;8388608*2^5;26843546*10^1;5.90235678706726e-09;0.00410251047453427;73.0000624531601;7;5.72406568937785e-06;0.005429343
amaru;8388608*2^6;5368709*10^2;6.53957851389613e-09;0.0153051042802215;71.000069890563;10;6.36083759509452e-06;0.005385792
dragonbox;8388608*2^6;5368709*10^2;6.03648706895223e-09;0.0126626549654942;73.0000660359235;7;6.00326577658246e-06;0.005296312
amaru;8388608*2^7;10737418*10^2;6.57130716235689e-09;0.0489259129888254;75.0000666497013;11;2.40021121858724e-05;0.005703759
dragonbox;8388608*2^7;10737418*10^2;6.16439008456644e-09;0.00356496297438409;73.0000641305932;7;5.83005392799883e-06;0.00549132
amaru;8388608*2^8;21474836*10^2;6.64212105162275e-09;9.4292909791597e-06;75.0000695247666;11;1.26408666578181e-05;0.005455882
dragonbox;8388608*2^8;21474836*10^2;6.01273173771174e-09;0.00114013004396638;73.0000645236978;7;5.86579070858752e-06;0.005440535
amaru;8388608*2^9;42949673*10^2;7.02285807881383e-09;7.44262753841878e-06;82.0000753022358;14;1.22764157776496e-05;0.004934794
dragonbox;8388608*2^9;42949673*10^2;6.01318156997024e-09;0.00115034100550789;73.0000629849122;7;5.86355507344103e-06;0.005443069
amaru;8388608*2^10;8589935*10^3;6.82984573686554e-09;7.74600373306485e-06;75.0000730693096;11;6.64266450558648e-06;0.004945416
dragonbox;8388608*2^10;8589935*10^3;6.34776425896699e-09;6.33369553164669e-06;73.0000665044697;7;6.16918369361366e-06;0.005444713
amaru;8388608*2^11;1717987*10^4;6.67002620484492e-09;0.00695338281812162;71.0000710066811;10;6.45515282574315e-06;0.005465701
dragonbox;8388608*2^11;1717987*10^4;6.30046140019466e-09;0.00428385015446507;73.0000662998077;7;6.12790156138932e-06;0.005439061
amaru;8388608*2^12;3435974*10^4;6.55824742546649e-09;0.020269098662757;71.0000696114416;10;6.34517766497462e-06;0.005412632
dragonbox;8388608*2^12;3435974*10^4;6.08549678484894e-09;0.00792959722138856;73.0000643897728;7;5.95298333759964e-06;0.005411168
amaru;8388608*2^13;6871948*10^4;6.19730842924346e-09;0.00673695609472392;71.0000656602411;10;6.09299123218562e-06;0.005390892
dragonbox;8388608*2^13;6871948*10^4;5.76221448421501e-09;2.87267426324022e-06;73.0000603849541;7;5.60155050918094e-06;0.005401852
amaru;8388608*2^14;13743895*10^4;6.2256786791035e-09;0.0157064770244325;75.0000638051044;11;1.17328890479347e-05;0.005559627
dragonbox;8388608*2^14;13743895*10^4;5.85330846003996e-09;0.0111802107950538;73.000060722152;7;5.7513573203276e-06;0.005490319
amaru;8388608*2^15;2748779*10^5;6.6399037552308e-09;0.00252007399867472;71.0000710530055;10;1.29187282803881e-05;0.004902174
dragonbox;8388608*2^15;2748779*10^5;6.3514891633379e-09;9.87886469906806e-06;73.0000680591991;7;6.18719992080384e-06;0.005442309
amaru;8388608*2^16;5497558*10^5;6.66864407814721e-09;0.00280758870675714;71.0000714986773;10;6.49987975222458e-06;0.005441245
dragonbox;8388608*2^16;5497558*10^5;6.34787932713091e-09;4.50802296854015e-06;73.0000678626953;7;6.19413663026579e-06;0.005445816
amaru;8388608*2^17;10995116*10^5;6.65056927696579e-09;7.63549935088316e-06;75.0000712232265;11;1e-05;0.004905519
dragonbox;8388608*2^17;10995116*10^5;6.34661450048292e-09;6.51130162186229e-06;73.0000665052068;7;6.16933593268021e-06;0.005444282
amaru;8388608*2^18;21990233*10^5;7.04862041233131e-09;0.00299046266876475;82.0000754344338;14;1.34230890554843e-05;0.004947108
dragonbox;8388608*2^18;21990233*10^5;6.01516711045741e-09;3.52625325885025e-05;73.0000645437636;7;5.86761487323018e-06;0.005440374
amaru;8388608*2^19;43980465*10^5;6.66379031011861e-09;0.0064067603635172;75.0000712735284;11;1.16748779975249e-05;0.005449603
dragonbox;8388608*2^19;43980465*10^5;5.92638910295793e-09;0.00750432399647599;73.000063465322;7;5.76957472464705e-06;0.005432019
amaru;8388608*2^20;8796093*10^6;6.49064376790546e-09;0.00576819396032329;75.0000721780041;11;1.31232734693342e-05;0.005334966
dragonbox;8388608*2^20;8796093*10^6;5.99071358334364e-09;0.00786304900033547;73.0000641930928;7;5.83573571120111e-06;0.005396944
amaru;8388608*2^21;17592186*10^6;6.09958999734774e-09;0.0076583963763711;75.0000655112858;11;1.07415423780701e-05;0.005417413
dragonbox;8388608*2^21;17592186*10^6;5.47434093213178e-09;0.00182970788807992;73.0000584969475;7;5.31790432026547e-06;0.005454511
amaru;8388608*2^22;35184372*10^6;6.48087068751181e-09;0.00308420897976087;75.000068986278;11;1.25429596367559e-05;0.005483907
dragonbox;8388608*2^22;35184372*10^6;6.00780381546493e-09;0.00291803557675088;73.0000634272633;7;5.76611484947557e-06;0.005470111
amaru;8388608*2^23;70368744*10^6;6.64990722632345e-09;7.49425705968534e-06;75.0000710718278;11;1.29221505042869e-05;0.005446826
dragonbox;8388608*2^23;70368744*10^6;6.01141870449375e-09;5.14467677787159e-06;73.0000629135853;7;5.86376136836735e-06;0.005445574
amaru;8388608*2^24;14073749*10^7;6.7982922713321e-09;2.9700569574021e-05;75.0000730707657;11;6.6427968831997e-06;0.004924737
dragonbox;8388608*2^24;14073749*10^7;6.00547487544941e-09;1.1293360222711e-05;73.000062957425;7;5.84013222059347e-06;0.005442979
amaru;8388608*2^25;28147498*10^7;7.05185815274171e-09;0.00360165763842594;79.0000771064068;13;1.40760812189886e-05;0.004888479
dragonbox;8388608*2^25;28147498*10^7;6.00814710670006e-09;0.000841476476827793;73.0000642959014;7;5.84508194804891e-06;0.00544302
amaru;8388608*2^26;56294995*10^7;6.65090923786938e-09;7.5569126614187e-06;75.0000712850755;11;1.29609228177046e-05;0.005441556
dragonbox;8388608*2^26;56294995*10^7;6.01015768075664e-09;2.29124322014335e-05;73.0000643869774;7;5.85336158555859e-06;0.005442009
amaru;8388608*2^27;11258999*10^8;6.66417831980225e-09;0.00250356134780109;75.0000760080569;11;1.2979680310474e-05;0.004911051
dragonbox;8388608*2^27;11258999*10^8;6.06488297598119e-09;0.0143056873683608;73.0000636633022;7;5.86365821908973e-06;0.005435476
amaru;8388608*2^28;22517998*10^8;6.65854625643283e-09;0.0202806038397237;75.0000728607102;11;1.15277097322689e-05;0.004913015
dragonbox;8388608*2^28;22517998*10^8;5.80382181680288e-09;0.00774687195237999;73.0000611854685;7;5.64927067915532e-06;0.005412173
amaru;8388608*2^29;45035996*10^8;6.26121914946131e-09;0.00527016913392911;75.0000660778397;11;6.48760866744518e-06;0.005361948
dragonbox;8388608*2^29;45035996*10^8;5.57837917336871e-09;0.00612724066856778;73.0000604239565;7;5.49308695007333e-06;0.005427671
amaru;8388608*2^30;9007199*10^9;6.43917067375805e-09;0.0126513347928644;75.0000727775554;11;1.15452110464579e-05;0.005359463
dragonbox;8388608*2^30;9007199*10^9;6.35980342541693e-09;0.000752686397762764;73.0000683569476;7;2.42067742657783e-05;0.005440546
amaru;8388608*2^31;18014399*10^9;7.02328680684586e-09;0.00441660897120009;82.0000801116222;14;3e-05;0.004960102
dragonbox;8388608*2^31;18014399*10^9;6.00844226600051e-09;0.00116690187524452;73.0000629024326;7;5.86365821908973e-06;0.005443931
amaru;8388608*2^32;36028797*10^9;6.65512080989797e-09;2.68409969308677e-05;75.0000696722869;11;1.74652151132328e-05;0.005445444
dragonbox;8388608*2^32;36028797*10^9;6.00868679913397e-09;1.92489828948715e-05;73.0000628905647;7;5.86355507344103e-06;0.005444484
amaru;8388608*2^33;72057594*10^9;6.66511962549889e-09;0.00301418271556526;75.0000697465032;11;1.74941394632798e-05;0.00544434
dragonbox;8388608*2^33;72057594*10^9;6.00908031031829e-09;0.00115978302222874;73.0000628711541;7;5.86355507344103e-06;0.005445295
amaru;8388608*2^34;14411519*10^10;6.82129856416369e-09;0.00258251899695927;75.0000734655714;11;6.67868830561678e-06;0.004928025
dragonbox;8388608*2^34;14411519*10^10;6.0050146806541e-09;0.000437330368705938;73.0000629204528;7;5.84013222059347e-06;0.005429824
amaru;8388608*2^35;28823038*10^10;6.97114800916917e-09;0.00492629083858503;79.0000743906728;13;1.35255768658533e-05;0.004949163
dragonbox;8388608*2^35;28823038*10^10;5.96447004467947e-09;0.00422671404947183;73.0000625800028;7;5.82414574342308e-06;0.005404296
amaru;8388608*2^36;57646075*10^10;6.49663029656285e-09;0.0114962364285801;75.0000683620454;11;1.24294627986178e-05;0.005388727
dragonbox;8388608*2^36;57646075*10^10;5.76466232718904e-09;0.0102565396670335;73.0000627037873;7;5.82441712145657e-06;0.005378137
amaru;8388608*2^37;11529215*10^11;6.19507070412373e-09;0.00975023601783541;75.0000653672451;11;1.18849536486808e-05;0.005398677
dragonbox;8388608*2^37;11529215*10^11;5.46410176549534e-09;1.43032204933566e-05;73.0000571283154;7;5.32393481374214e-06;0.005451756
amaru;8388608*2^38;2305843*10^12;6.10633938035504e-09;0.000996207960775049;71.0000637075476;10;5.93820701777305e-06;0.005461856
dragonbox;8388608*2^38;2305843*10^12;6.09013324391577e-09;0.0134896470534648;73.0000634133687;7;1.15297033983801e-05;0.005476133
amaru;8388608*2^39;4611686*10^12;6.37020349920361e-09;0.0016268821825218;71.0000664821284;10;6.11273098482209e-06;0.005472014
dragonbox;8388608*2^39;4611686*10^12;6.20065134954559e-09;0.00308738320496473;73.0000647367275;7;5.99171944372877e-06;0.005466074
amaru;8388608*2^40;9223372*10^12;6.55220174718433e-09;0.000876493252865935;75.0000684829166;11;1.24514393863931e-05;0.005462336
dragonbox;8388608*2^40;9223372*10^12;6.26633492023672e-09;7.25978456639268e-06;73.0000655686892;7;6.11157287439495e-06;0.005446647
amaru;8388608*2^41;18446744*10^12;6.57756934452578e-09;0.00274007434340574;75.0000686710283;11;1.24856415122609e-05;0.005446636
dragonbox;8388608*2^41;18446744*10^12;5.98783400604714e-09;0.0230893591803857;73.0000626619955;7;5.81770793942602e-06;0.005466954
amaru;8388608*2^42;3689349*10^13;6.3867960949714e-09;0.0024945719242837;71.0000671439995;10;6.31540390165653e-06;0.005399207
dragonbox;8388608*2^42;3689349*10^13;5.9925504822342e-09;0.01274131852742;73.0000632623836;7;5.81561026106274e-06;0.005409566
amaru;8388608*2^43;7378698*10^13;6.41154822841109e-09;0.0366840885534916;71.0000663886391;10;6.03533082665926e-06;0.005503845
dragonbox;8388608*2^43;7378698*10^13;6.21501567487923e-09;0.00844371034569845;73.0000675904022;7;1e-05;0.004734968
amaru;8388608*2^44;14757395*10^13;6.44598853182555e-09;0.000307566455472202;75.0000734618916;11;2e-05;0.004836963
dragonbox;8388608*2^44;14757395*10^13;5.81241727158781e-09;0.0011809127012123;73.0000608501317;7;1.10636603013741e-05;0.005440624
amaru;8388608*2^45;2951479*10^14;6.42122785408095e-09;0.00251089477566612;71.0000672704701;10;6.28744962180991e-06;0.005433272
dragonbox;8388608*2^45;2951479*10^14;6.19601238983802e-09;0.0023044205518187;73.0000651319217;7;5.99171944372877e-06;0.005441046
amaru;8388608*2^46;5902958*10^14;6.46634228896433e-09;0.00406314282786564;71.0000670376081;10;1.60163152865052e-05;0.005512069
dragonbox;8388608*2^46;5902958*10^14;6.04458696210009e-09;0.00381721637078524;73.0000632133047;7;5.87647646471176e-06;0.005446877
amaru;8388608*2^47;11805916*10^14;6.1864348219279e-09;0.00945063630746648;75.0000650858048;11;1.183242913854e-05;0.005414686
dragonbox;8388608*2^47;11805916*10^14;5.47416549975501e-09;0.0054348441548173;73.0000576277535;7;5.32924047664727e-06;0.005434334
amaru;8388608*2^48;23611832*10^14;6.10801856770168e-09;0.00257102455859873;75.0000639512575;11;5.92645272172341e-06;0.005458517
dragonbox;8388608*2^48;23611832*10^14;5.56407567179088e-09;1.2249868261419e-05;73.0000582349002;7;5.40210574081777e-06;0.005447086
amaru;8388608*2^49;47223665*10^14;6.53130669186335e-09;6.4640893311794e-06;82.0000684573449;14;1.90206881684979e-05;0.005445245
dragonbox;8388608*2^49;47223665*10^14;5.59165463437161e-09;3.36449898977885e-06;73.000058601762;7;5.43611209263135e-06;0.005438311
amaru;8388608*2^50;9444733*10^15;6.33019157868884e-09;0.00381715433820504;75.0000672838087;11;6.24402914712806e-06;0.005405809
dragonbox;8388608*2^50;9444733*10^15;5.86340350435043e-09;0.0061886706121353;73.0000616115337;7;5.70655740511422e-06;0.005429263
amaru;8388608*2^51;18889466*10^15;6.27974327347448e-09;0.00240273870481107;75.0000655619478;11;6.08176322479413e-06;0.005457185
dragonbox;8388608*2^51;18889466*10^15;5.52570886296316e-09;0.000882343152931408;73.0000579556157;7;5.36849338601615e-06;0.00543814
